"var1","var2","label"
"1",16.1626015697053,20.7547122385417,1
"2",13.9543946733405,23.2998567521863,1
"3",16.9902435903969,21.6901921798368,1
"4",16.2392126945519,20.5457041202012,1
"5",21.3651307110292,12.3509899456295,1
"6",19.3514073623311,13.9703075944381,1
"7",18.9608179272321,18.5998174708925,1
"8",21.9847715452753,13.3598820625652,1
"9",13.531294528645,26.7279666938711,1
"10",24.4775791661777,11.5201239153371,1
"11",15.2912369731208,21.6606531281333,1
"12",19.878803312798,16.677051237567,1
"13",17.9903714140374,16.9507674840045,1
"14",19.2502093027929,15.7445564815926,1
"15",16.7207291236558,15.9711908962425,1
"16",16.7992210619145,23.4552081197253,1
"17",16.1285506026509,20.5680643713292,1
"18",15.854142360522,18.7947282553312,1
"19",13.6403857099688,23.1185240612093,1
"20",14.9801208344194,17.5993872619681,1
"21",16.3913904838263,18.5632128387021,1
"22",17.9515483607061,15.6468546929497,1
"23",16.3593725624574,19.3896073498792,1
"24",17.6753739978043,19.6595751477821,1
"25",26.2040177632529,17.9617755066277,1
"26",20.973945976369,14.0344171699858,1
"27",23.2504288781037,15.8263827464322,1
"28",21.5612980235264,15.398960435221,1
"29",16.9263706996667,21.1697996020691,1
"30",21.1261504617961,16.4545561274515,1
"31",13.3545606824273,23.8012755662638,1
"32",15.4168539878663,18.338953859653,1
"33",16.2668343770345,19.6661555583818,1
"34",13.2846731957486,20.3563944172629,1
"35",16.7573683492868,20.5169736503922,1
"36",21.6210159529915,17.0635287809967,1
"37",19.1508540381973,15.6586706383326,1
"38",18.1793909778225,19.1371989800036,1
"39",21.7160297932176,16.7793964068174,1
"40",17.5438399129898,16.6589690513783,1
"41",-0.819619794997341,0.52944051264192,2
"42",6.64080453484972,6.47519039833093,2
"43",8.21716961560758,7.81147788710918,2
"44",1.10008680717387,-1.472025159114,2
"45",1.99933748857337,4.71322131638282,2
"46",7.05279298196207,2.31784921816764,2
"47",-0.549774456516458,-2.23911027760181,2
"48",5.76298788619717,5.28267517446239,2
"49",8.3724103582714,5.99156509582342,2
"50",3.06990707646944,2.81678632995681,2
"51",10.9376758171045,8.1778481766042,2
"52",4.30427171990114,3.16102096684437,2
"53",1.04872539870218,2.75342077178765,2
"54",5.40656110813103,4.27110367907252,2
"55",4.30560423906479,6.14104221635879,2
"56",5.6026240454104,5.68401976782499,2
"57",2.64198283173981,1.37711503496115,2
"58",5.41220457181609,3.17731266397559,2
"59",3.02407511227198,0.839823359307796,2
"60",11.2405060171683,10.5133693898046,2
"61",11.7490582098731,11.2333328793193,2
"62",3.73924680184202,4.04059551442826,2
"63",8.80251656957127,9.8418905844605,2
"64",6.6638786385245,3.95250946877991,2
"65",1.33068623935399,2.94895085608547,2
"66",1.08696799943045,2.69626015589378,2
"67",1.12247030119469,-2.62580953589364,2
"68",1.90285287092008,3.34578470315533,2
"69",4.60186795433074,2.40684595432892,2
"70",6.72297238073368,4.59732187836609,2
"71",5.10322032276433,2.24246709226746,2
"72",7.2505165669583,10.14865280355,2
"73",6.80888110242349,5.68770541815875,2
"74",13.6115324566288,11.446682367575,2
"75",2.11198745559312,4.0228825461921,2
"76",6.98920683423021,6.7959818754753,2
"77",6.78920751779096,5.0556889975842,2
"78",4.57892843410355,2.31922649539321,2
"79",-0.514064219488961,1.683754741455,2
"80",5.7457020945029,6.02633936166831,2
"81",25.2298965585013,25.0984279990135,3
"82",23.4106572462812,25.069827898136,3
"83",25.401182300239,24.2623995845124,3
"84",31.4562897324427,31.3340095117232,3
"85",26.9188280250185,28.9873308233776,3
"86",24.9492188414689,22.9208081360552,3
"87",26.1871641938313,22.1266591765071,3
"88",27.6445277998346,27.0902947442954,3
"89",21.534188720651,26.3530659088276,3
"90",20.5772259070256,20.8151696625757,3
"91",23.273445303301,22.7788717679879,3
"92",20.1382027185117,21.2990685678143,3
"93",21.6646484379716,21.4781286727579,3
"94",28.1645542014113,28.5341122217839,3
"95",28.2538450332938,27.4184916239312,3
"96",23.9835202901537,22.8406383026542,3
"97",21.4361823884533,24.0378258277788,3
"98",26.6879579840222,27.4975522046518,3
"99",20.0852160801319,18.7453147201801,3
"100",23.6806542359006,27.006324224347,3
"101",26.9919555742855,27.0376147303098,3
"102",25.473486769538,25.0833058881939,3
"103",31.4091724564853,28.7938828571245,3
"104",29.2711733999603,31.3813043837165,3
"105",25.8623000312634,27.7927225563668,3
"106",20.3459431305869,21.9459405422299,3
"107",28.0700831005547,28.6151356865194,3
"108",27.8477449874801,28.1889333497754,3
"109",22.0927279047432,22.3944244667484,3
"110",24.703801424664,24.951569849144,3
"111",23.8432050296069,26.4116026142539,3
"112",23.3150958600054,24.4029949523279,3
"113",20.1636322641686,20.0704609855015,3
"114",27.2245956179888,27.2829485798928,3
"115",24.2205719695246,27.0124934936829,3
"116",25.0865938819938,26.0124620469578,3
"117",22.2231122692688,25.5675587725822,3
"118",25.0849656997982,28.3945900132441,3
"119",19.7607688028227,20.8005742666979,3
"120",25.9496746548058,27.0577123773497,3
